Steps,Policy/Entropy,Environment/Episode Length,Environment/Lesson,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2440000,1.5420003,766.3125,4.0,1.0884981,9.233076460659504,9.233076460659504,1.0
2450000,1.5604088,604.3846153846154,4.0,1.0795683,6.741201061468858,6.741201061468858,1.0
2460000,1.5488069,789.3076923076923,4.0,1.040842,9.594770757051615,9.594770757051615,1.0
2470000,1.5689063,670.7333333333333,4.0,0.931918,7.628734447558721,7.628734447558721,1.0
2480000,1.5531605,664.5,4.0,0.8527478,7.656415577445712,7.656415577445712,1.0
2490000,1.5482445,679.0,4.0,0.8739848,7.879154177273021,7.879154177273021,1.0
2500000,1.5516324,693.6153846153846,4.0,0.9356837,8.267308904574467,8.267308904574467,1.0
2510000,1.5463486,790.9090909090909,4.0,0.8986682,9.299346980723469,9.299346980723469,1.0
2520000,1.5556957,802.5,4.0,0.8824982,9.634301537647843,9.634301537647843,1.0
2530000,1.5551795,610.0833333333334,4.0,0.89039403,6.930984457333882,6.930984457333882,1.0
2540000,1.5493548,703.9,4.0,0.9019392,8.270391213893891,8.270391213893891,1.0
2550000,1.535682,495.8181818181818,4.0,0.93343705,5.367182701826096,5.367182701826096,1.0
2560000,1.5526793,782.2352941176471,4.0,0.94074494,8.949251374229789,8.949251374229789,1.0
2570000,1.5278904,577.5,4.0,0.98409605,6.89376100897789,6.89376100897789,1.0
2580000,1.5334715,916.6,4.0,1.1231682,11.482641661167145,11.482641661167145,1.0
2590000,1.520291,985.7272727272727,4.0,1.1383348,12.513620002703233,12.513620002703233,1.0
2600000,1.5081071,893.5833333333334,4.0,1.2450334,10.887019842863083,10.887019842863083,1.0
2610000,1.498387,748.0,4.0,1.2410891,9.168628048896789,9.168628048896789,1.0
2620000,1.4789953,728.9230769230769,4.0,1.2043188,8.847355175476808,8.847355175476808,1.0
2630000,1.4786553,870.3333333333334,4.0,1.2567836,11.212284907698631,11.212284907698631,1.0
2640000,1.448257,774.4615384615385,4.0,1.2327982,9.724909216165543,9.724909216165543,1.0
2650000,1.4355584,665.9285714285714,4.0,1.1971736,8.119201204606465,8.119201204606465,1.0
2660000,1.4565365,679.0,4.0,1.2167082,8.187121323744456,8.187121323744456,1.0
2670000,1.4539074,684.1538461538462,4.0,1.1994237,8.622955129696773,8.622955129696773,1.0
2680000,1.4451793,918.5,4.0,1.2522469,12.039335190939406,12.039335190939406,1.0
2690000,1.434202,790.9090909090909,4.0,1.2493565,10.072128848596053,10.072128848596053,1.0
2700000,1.4363618,732.2941176470588,4.0,1.179696,8.971313927322626,8.971313927322626,1.0
2710000,1.4334854,793.75,4.0,1.1941063,10.46044596698549,10.46044596698549,1.0
2720000,1.4377288,943.4615384615385,4.0,1.2250541,12.402078683559711,12.402078683559711,1.0
2730000,1.4297671,951.125,4.0,1.2255849,12.485626697540283,12.485626697540283,1.0
2740000,1.4555019,943.2307692307693,4.0,1.2293338,12.171447875408026,12.171447875408026,1.0
2750000,1.4334093,905.375,4.0,1.2333559,11.718901753425598,11.718901753425598,1.0
2760000,1.4519832,940.6428571428571,4.0,1.2260121,12.165801931704793,12.165801931704793,1.0
2770000,1.451196,807.8333333333334,4.0,1.2083853,10.233168264230093,10.233168264230093,1.0
2780000,1.4446176,919.1,4.0,1.248714,12.080301773548126,12.080301773548126,1.0
2790000,1.4542326,718.0666666666667,4.0,1.2525918,9.247961433728536,9.247961433728536,1.0
2800000,1.4424509,789.8333333333334,4.0,1.1472839,10.167884861429533,10.167884861429533,1.0
